review,rating,date,bank,source,bank_id,sentiment_label,sentiment_score
please open my mobile app,5,2025-09-10,BOA,Google Play,2,POSITIVE,0.9873003363609314
it doesn't open,1,2025-09-10,BOA,Google Play,2,NEGATIVE,0.9997527003288269
masha alla,5,2025-09-08,BOA,Google Play,2,NEGATIVE,0.9514626860618591
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,Google Play,2,POSITIVE,0.9996905326843262
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play,2,NEGATIVE,0.5818163156509399
tamaam kamal,1,2025-09-04,BOA,Google Play,2,POSITIVE,0.9918873906135559
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play,2,NEGATIVE,0.7850590348243713
great 👍,5,2025-09-02,BOA,Google Play,2,POSITIVE,0.9997692704200745
absiniya banki,5,2025-08-29,BOA,Google Play,2,NEGATIVE,0.9083040952682495
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play,2,NEGATIVE,0.9996929168701172
One of the best in this business,5,2025-08-25,BOA,Google Play,2,POSITIVE,0.9998694658279419
besat🥰,5,2025-08-19,BOA,Google Play,2,NEGATIVE,0.6970565915107727
unlimited experience,5,2025-08-18,BOA,Google Play,2,POSITIVE,0.9997161030769348
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play,2,NEGATIVE,0.9991239905357361
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play,2,POSITIVE,0.9997608065605164
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play,2,NEGATIVE,0.9977737069129944
best apps,5,2025-08-15,BOA,Google Play,2,POSITIVE,0.999784529209137
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play,2,NEGATIVE,0.9997841715812683
thank you,5,2025-08-14,BOA,Google Play,2,POSITIVE,0.9998352527618408
Best mobile app in the country,5,2025-08-14,BOA,Google Play,2,POSITIVE,0.999710738658905
not fast,2,2025-08-12,BOA,Google Play,2,NEGATIVE,0.9949790835380554
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play,2,NEGATIVE,0.9948282837867737
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,Google Play,2,NEGATIVE,0.9996861219406128
abseniya bank app,5,2025-08-08,BOA,Google Play,2,NEGATIVE,0.6962249279022217
yes goode app,5,2025-08-03,BOA,Google Play,2,POSITIVE,0.9997490048408508
Great App,5,2025-08-02,BOA,Google Play,2,POSITIVE,0.999821126461029
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play,2,NEGATIVE,0.999749481678009
ረጀብነሱ,1,2025-07-31,BOA,Google Play,2,NEGATIVE,0.6970565915107727
The Worst Mobile Banking App.,1,2025-07-31,BOA,Google Play,2,NEGATIVE,0.9997994303703308
giod,5,2025-07-30,BOA,Google Play,2,POSITIVE,0.9893913269042969
best bank in ethiopia,5,2025-07-29,BOA,Google Play,2,POSITIVE,0.999733030796051
waqayyoo,5,2025-07-28,BOA,Google Play,2,POSITIVE,0.5036855340003967
please is not working,2,2025-07-27,BOA,Google Play,2,NEGATIVE,0.9997643828392029
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,BOA,Google Play,2,NEGATIVE,0.9985933899879456
I can log in from any where,5,2025-07-23,BOA,Google Play,2,NEGATIVE,0.9497753977775574
😇,3,2025-07-21,BOA,Google Play,2,NEGATIVE,0.6970565915107727
no proplem,5,2025-07-20,BOA,Google Play,2,NEGATIVE,0.991222620010376
👍👍👍,5,2025-07-20,BOA,Google Play,2,NEGATIVE,0.6970565915107727
excellent app,5,2025-07-18,BOA,Google Play,2,POSITIVE,0.9998356103897095
good work,5,2025-07-15,BOA,Google Play,2,POSITIVE,0.9998413324356079
☹️,5,2025-07-15,BOA,Google Play,2,NEGATIVE,0.6970565915107727
Great BoA,5,2025-07-14,BOA,Google Play,2,POSITIVE,0.9992689490318298
Okay,4,2025-07-13,BOA,Google Play,2,POSITIVE,0.9997709393501282
not working,1,2025-07-12,BOA,Google Play,2,NEGATIVE,0.9997778534889221
This App is Getting worse and worse with every update,2,2025-07-11,BOA,Google Play,2,NEGATIVE,0.999568521976471
ምርጥ ነው,1,2025-07-10,BOA,Google Play,2,NEGATIVE,0.7850590348243713
meku,5,2025-07-07,BOA,Google Play,2,POSITIVE,0.9421749114990234
awasome app go a head,5,2025-07-04,BOA,Google Play,2,NEGATIVE,0.9980922341346741
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,Google Play,2,NEGATIVE,0.9994389414787292
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,BOA,Google Play,2,NEGATIVE,0.9973018169403076
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play,2,NEGATIVE,0.9851245284080505
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,Google Play,2,NEGATIVE,0.9996988773345947
amazing Banks App👌👌,3,2025-06-25,BOA,Google Play,2,POSITIVE,0.9998063445091248
good App fore me,5,2025-06-25,BOA,Google Play,2,POSITIVE,0.9998444318771362
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,Google Play,2,NEGATIVE,0.9995253086090088
fantastic,5,2025-06-22,BOA,Google Play,2,POSITIVE,0.9998743534088135
it's nice to use.,5,2025-06-21,BOA,Google Play,2,POSITIVE,0.999835729598999
app doesn't start,1,2025-06-21,BOA,Google Play,2,NEGATIVE,0.9973676800727844
Excellent application,5,2025-06-18,BOA,Google Play,2,POSITIVE,0.9998571872711182
its very bad app its very slow,1,2025-06-17,BOA,Google Play,2,NEGATIVE,0.9998086094856262
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,Google Play,2,NEGATIVE,0.8337252736091614
Good job!,5,2025-06-13,BOA,Google Play,2,POSITIVE,0.9998481273651123
best financial app.,5,2025-06-12,BOA,Google Play,2,POSITIVE,0.9997761845588684
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,Google Play,2,NEGATIVE,0.8337252736091614
the worst app humans ever created,1,2025-06-09,BOA,Google Play,2,NEGATIVE,0.9998008608818054
it's not working,3,2025-06-05,BOA,Google Play,2,NEGATIVE,0.9997857213020325
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play,2,NEGATIVE,0.9994151592254639
exceptional,5,2025-06-03,BOA,Google Play,2,POSITIVE,0.9998514652252197
BoA Mobile good bank,5,2025-06-02,BOA,Google Play,2,POSITIVE,0.9984728693962097
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,2,NEGATIVE,0.9934743046760559
BoA system is confartable,5,2025-06-01,BOA,Google Play,2,NEGATIVE,0.9980142116546631
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play,2,NEGATIVE,0.9998049139976501
Good service.,3,2025-05-25,BOA,Google Play,2,POSITIVE,0.9998533725738525
the app crush frequently,1,2025-05-24,BOA,Google Play,2,NEGATIVE,0.998525083065033
You guys keeps getting worst,1,2025-05-22,BOA,Google Play,2,NEGATIVE,0.9997075200080872
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,2,NEGATIVE,0.9990266561508179
BoA,2,2025-05-20,BOA,Google Play,2,NEGATIVE,0.7410542368888855
but not opening on android,4,2025-05-19,BOA,Google Play,2,NEGATIVE,0.9952228665351868
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,2,NEGATIVE,0.9997984766960144
amazing,5,2025-05-18,BOA,Google Play,2,POSITIVE,0.999875545501709
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,2,NEGATIVE,0.9992283582687378
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,2,NEGATIVE,0.9994921684265137
liking this application good 👍,5,2025-05-07,BOA,Google Play,2,POSITIVE,0.9996829032897949
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play,2,NEGATIVE,0.9989790916442871
it's really good 👍,5,2025-04-23,BOA,Google Play,2,POSITIVE,0.9998701810836792
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play,2,NEGATIVE,0.9995198249816895
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,2,NEGATIVE,0.9997255206108093
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play,2,NEGATIVE,0.9996699094772339
yideg,1,2025-04-18,BOA,Google Play,2,NEGATIVE,0.7675821781158447
great boa,5,2025-04-10,BOA,Google Play,2,POSITIVE,0.9992689490318298
boa of mobile backing,5,2025-04-09,BOA,Google Play,2,NEGATIVE,0.980626106262207
faster bank of Abissinya,5,2025-04-08,BOA,Google Play,2,POSITIVE,0.9722142815589905
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,2,NEGATIVE,0.9996716976165771
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,2,NEGATIVE,0.999774158000946
like,5,2025-04-06,BOA,Google Play,2,POSITIVE,0.9910564422607422
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,2,NEGATIVE,0.9998013377189636
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,2,POSITIVE,0.9575353264808655
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,2,NEGATIVE,0.5856854915618896
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,2,NEGATIVE,0.9693678617477417
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,Google Play,2,NEGATIVE,0.9990907907485962
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play,2,NEGATIVE,0.9973751306533813
good application,5,2025-03-30,BOA,Google Play,2,POSITIVE,0.999854564666748
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play,2,NEGATIVE,0.9995684027671814
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,2,NEGATIVE,0.9996182918548584
always problematic hardly works,1,2025-03-26,BOA,Google Play,2,NEGATIVE,0.9995555281639099
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,2,NEGATIVE,0.9997418522834778
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,2,NEGATIVE,0.9998050332069397
great BoA,5,2025-03-22,BOA,Google Play,2,POSITIVE,0.9992689490318298
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,2,NEGATIVE,0.9988333582878113
there is no speed,1,2025-03-19,BOA,Google Play,2,NEGATIVE,0.9994422793388367
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,2,NEGATIVE,0.9993981122970581
wonderful,5,2025-03-19,BOA,Google Play,2,POSITIVE,0.9998772144317627
all worck,5,2025-03-19,BOA,Google Play,2,NEGATIVE,0.9971314668655396
Loved it,5,2025-03-14,BOA,Google Play,2,POSITIVE,0.9998797178268433
Wow,1,2025-03-14,BOA,Google Play,2,POSITIVE,0.999592125415802
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,2,NEGATIVE,0.9985970854759216
Improved to be the best,5,2025-03-11,BOA,Google Play,2,POSITIVE,0.9998570680618286
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,2,NEGATIVE,0.9974843263626099
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play,2,NEGATIVE,0.8457716703414917
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play,2,NEGATIVE,0.9994600415229797
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,2,NEGATIVE,0.9741679430007935
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,2,POSITIVE,0.9998214840888977
Wonderfull app,5,2025-03-08,BOA,Google Play,2,POSITIVE,0.9998815059661865
i can't use this app why?,5,2025-03-07,BOA,Google Play,2,NEGATIVE,0.9993101358413696
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,2,NEGATIVE,0.9997013211250305
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,2,NEGATIVE,0.9998133778572083
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,Google Play,2,NEGATIVE,0.9959415793418884
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,2,NEGATIVE,0.9916398525238037
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play,2,NEGATIVE,0.9956711530685425
Very poor proformance,1,2025-03-01,BOA,Google Play,2,NEGATIVE,0.9998043179512024
It's not opening. Really frustrating,1,2025-03-01,BOA,Google Play,2,NEGATIVE,0.9997020363807678
Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play,2,POSITIVE,0.9997394680976868
Not working on this days,1,2025-02-26,BOA,Google Play,2,NEGATIVE,0.9972773194313049
Thank you BoA,5,2025-02-23,BOA,Google Play,2,POSITIVE,0.9998399019241333
best banking app in the wworld,5,2025-02-22,BOA,Google Play,2,POSITIVE,0.999572217464447
Nice app and it's easy to use,5,2025-02-21,BOA,Google Play,2,POSITIVE,0.999751627445221
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play,2,NEGATIVE,0.9992678761482239
This is help full i like ittttt,5,2025-02-14,BOA,Google Play,2,POSITIVE,0.9977995753288269
The is not functional at all?,2,2025-02-12,BOA,Google Play,2,NEGATIVE,0.9997331500053406
Best bank,5,2025-02-08,BOA,Google Play,2,POSITIVE,0.9997438788414001
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,2,POSITIVE,0.9997236132621765
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play,2,NEGATIVE,0.6970565915107727
I have been using this app for two years.It is amazing.,5,2025-02-01,BOA,Google Play,2,POSITIVE,0.9998595714569092
Good 👍,5,2025-01-31,BOA,Google Play,2,POSITIVE,0.9998576641082764
Sad experience,1,2025-01-30,BOA,Google Play,2,NEGATIVE,0.9990687966346741
Always do update and that is annoying,3,2025-01-27,BOA,Google Play,2,NEGATIVE,0.9994439482688904
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,2,NEGATIVE,0.6387038230895996
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,2,NEGATIVE,0.9946038126945496
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,2,NEGATIVE,0.9976609945297241
Beter,5,2025-01-21,BOA,Google Play,2,POSITIVE,0.6771944165229797
Boa,4,2025-01-18,BOA,Google Play,2,NEGATIVE,0.7410542368888855
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,2,NEGATIVE,0.9979276657104492
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,2,POSITIVE,0.6127519011497498
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,2,NEGATIVE,0.6970565915107727
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,2,NEGATIVE,0.9997913241386414
I love it,5,2025-01-14,BOA,Google Play,2,POSITIVE,0.9998799562454224
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,2,NEGATIVE,0.9985793828964233
Good🙏,5,2025-01-12,BOA,Google Play,2,NEGATIVE,0.6970565915107727
Like to much,5,2025-01-11,BOA,Google Play,2,POSITIVE,0.9997984766960144
Perfect,5,2025-01-09,BOA,Google Play,2,POSITIVE,0.9998517036437988
The best of best,5,2025-01-09,BOA,Google Play,2,POSITIVE,0.9998393058776855
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,2,NEGATIVE,0.9016599655151367
Great 👍,5,2025-01-04,BOA,Google Play,2,POSITIVE,0.9997692704200745
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,2,POSITIVE,0.9997920393943787
Good app and helpful,5,2025-01-03,BOA,Google Play,2,POSITIVE,0.9998565912246704
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play,2,NEGATIVE,0.9978498220443726
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,2,NEGATIVE,0.9992759823799133
It doesn't work at all.,2,2025-01-02,BOA,Google Play,2,NEGATIVE,0.9997771382331848
this app is not available,1,2025-01-02,BOA,Google Play,2,NEGATIVE,0.9997593760490417
Wow what amazing,5,2024-12-30,BOA,Google Play,2,POSITIVE,0.9998555183410645
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,2,NEGATIVE,0.9733067750930786
Lemn embi yilal??,5,2024-12-30,BOA,Google Play,2,NEGATIVE,0.9906971454620361
It's useless app downgraded.,1,2024-12-29,BOA,Google Play,2,NEGATIVE,0.9998070597648621
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,2,NEGATIVE,0.7652340531349182
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,2,NEGATIVE,0.9997933506965637
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,2,NEGATIVE,0.8616330027580261
Not that much bad,3,2024-12-22,BOA,Google Play,2,POSITIVE,0.9988158941268921
Fine,5,2024-12-21,BOA,Google Play,2,POSITIVE,0.9998335838317871
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,2,NEGATIVE,0.995487630367279
Nic ap,5,2024-12-19,BOA,Google Play,2,POSITIVE,0.9873360991477966
The forest app ever,1,2024-12-19,BOA,Google Play,2,POSITIVE,0.9840954542160034
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,2,NEGATIVE,0.9967040419578552
Bank of abissena,1,2024-12-17,BOA,Google Play,2,POSITIVE,0.9480117559432983
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,2,NEGATIVE,0.9888866543769836
GOOD,5,2024-12-15,BOA,Google Play,2,POSITIVE,0.9998161196708679
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,2,NEGATIVE,0.9998007416725159
Poorly functioning app,3,2024-12-13,BOA,Google Play,2,NEGATIVE,0.999775230884552
Very nice,5,2024-12-13,BOA,Google Play,2,POSITIVE,0.9998563528060913
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,2,NEGATIVE,0.9998007416725159
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,2,NEGATIVE,0.9997615218162537
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,2,POSITIVE,0.9543284177780151
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,2,NEGATIVE,0.9997000694274902
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,2,NEGATIVE,0.9941067695617676
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,2,NEGATIVE,0.9996792078018188
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,2,POSITIVE,0.9926175475120544
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,2,NEGATIVE,0.9998001456260681
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,2,POSITIVE,0.806429922580719
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,2,NEGATIVE,0.9997996687889099
exellent digital transaction of money,5,2024-11-27,BOA,Google Play,2,NEGATIVE,0.9944479465484619
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,2,NEGATIVE,0.9997497200965881
👏👏👏,5,2024-11-24,BOA,Google Play,2,NEGATIVE,0.6970565915107727
Money,5,2024-11-24,BOA,Google Play,2,POSITIVE,0.9659326076507568
It needs more improvment,2,2024-11-24,BOA,Google Play,2,NEGATIVE,0.998616099357605
ab,3,2024-11-20,BOA,Google Play,2,POSITIVE,0.9603192806243896
Ademtahir,5,2024-11-20,BOA,Google Play,2,POSITIVE,0.9930111765861511
✌️✌️,5,2024-11-20,BOA,Google Play,2,NEGATIVE,0.6970565915107727
Please this app on my android phone,3,2024-11-20,BOA,Google Play,2,POSITIVE,0.6488659381866455
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,2,NEGATIVE,0.9337347149848938
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,2,NEGATIVE,0.9994460940361023
Fast and reliable,5,2024-11-18,BOA,Google Play,2,POSITIVE,0.9998595714569092
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,2,NEGATIVE,0.9998020529747009
Very good,5,2024-11-14,BOA,Google Play,2,POSITIVE,0.9998520612716675
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,2,NEGATIVE,0.9997566342353821
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,2,NEGATIVE,0.6970565915107727
Oene,5,2024-11-12,BOA,Google Play,2,POSITIVE,0.8278864026069641
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,2,POSITIVE,0.9981314539909363
it good,5,2024-11-12,BOA,Google Play,2,POSITIVE,0.9998427629470825
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,2,NEGATIVE,0.9996472597122192
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,2,NEGATIVE,0.9964038133621216
I need a support the app is not working,5,2024-11-12,BOA,Google Play,2,NEGATIVE,0.9998034834861755
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,2,POSITIVE,0.9978061318397522
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,2,NEGATIVE,0.9990527033805847
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,2,POSITIVE,0.9878897070884705
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,2,NEGATIVE,0.999774158000946
Wweeeer,4,2024-11-12,BOA,Google Play,2,NEGATIVE,0.8910733461380005
Infinx,5,2024-11-12,BOA,Google Play,2,NEGATIVE,0.904255747795105
Great service,5,2024-11-12,BOA,Google Play,2,POSITIVE,0.9998434782028198
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,2,NEGATIVE,0.9997187256813049
senayt Mesfin,4,2024-11-08,BOA,Google Play,2,POSITIVE,0.887482225894928
Bad app vety bad.,1,2024-11-07,BOA,Google Play,2,NEGATIVE,0.9998058676719666
Abessnya Banke,5,2024-11-05,BOA,Google Play,2,NEGATIVE,0.9873653054237366
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,2,NEGATIVE,0.9997209906578064
Professional on banking app,5,2024-11-01,BOA,Google Play,2,POSITIVE,0.9616296291351318
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,2,NEGATIVE,0.993607759475708
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,2,NEGATIVE,0.7850590348243713
